"","name","mass","hd","hip","teff","ra","dec","min_time","max_time","time_span","rms","nsets","ndata","telescopes","fn"
"213","HD 220074",1.2,"HD 220074","HIP 115218",3935,350.059906,61.970127,2454726.297467,2456086.226927,1359.92946000025,178.21,1,32,"BOAO","HD220074.sys"
"214","HD 220773",1,"HD 220773","HIP 115697",NA,351.614349,8.643845,2452479.859725,2455790.952042,3311.09231700003,11.59,1,43,"HET","HD220773.sys"
"215","HD 221287",1,"HD 221287","HIP 116084",NA,352.834747,-58.209732,2452851.8534,2453980.7273,1128.87390000001,0.04,1,26,"6M","HD221287.sys"
"216","HD 222582",0.99,"HD 222582","HIP 116906",5727,355.464722,-5.985757,2450805.723194,2453571.112292,2765.38909800025,107.34,1,37,"KECK","HD222582.sys"
"217","HD 224693",1.33,"HD 224693","HIP 118319",6037,359.974304,-22.428114,2453191.097,2453752.761,561.663999999873,25.26,1,24,"KECK","HD224693.sys"
"218","HD 22781",1,"HD 22781","HIP 17187",NA,55.206356,31.82629,2454079.4169,2455444.6436,1365.2267,442.94,1,32,"ELODIE","HD22781.sys"
"219","HD 23079",1,"HD 23079","HIP 17096",NA,54.929562,-52.915836,2450831.068912,2453282.232874,2451.16396200005,50.58,1,19,"AAT","HD23079.sys"
"220","HD 23127",1.13,"HD 23127","HIP 17054",NA,54.848495,-60.077843,2451118.0928,2454037.1442,2919.05139999976,25.73,1,34,"AAT","HD23127.sys"
"221","HD 231701",1.14,"HD 231701","HIP 96078",6208,293.017334,16.474291,2453190.98047,2454286.00169,1095.02122,26.13,1,17,"KECK","HD231701.sys"
"222","HD 23596",1,"HD 23596","HIP 17747",NA,57.001556,40.530636,2450824.4283,2454427.65648,3603.22818000009,79.42,3,108,"HJS, HET, ELODIE","HD23596.sys"
"223","HD 240210",0.82,"HD 240210",NA,4297,347.621792,57.029456,2453187.41664,2454842.06283,1654.64619000023,113.73,1,38,"HET","HD240210.sys"
"224","HD 240237",1.69,"HD 240237","HIP 114840",4361,348.925934,58.04324,2453188.89793,2455118.79165,1929.89372000005,71.1,1,40,"HET","HD240237.sys"
"225","HD 2638",0.93,"HD 2638","HIP 2350",5192,7.499466,-5.764002,2452943.6177,2453377.5276,433.909900000319,0.05,1,28,"6M","HD2638.sys"
"226","HD 27442",1,"HD 27442","HIP 19921",NA,64.120956,-59.302155,2450831.081551,2453705.143256,2874.06170499977,19.74,1,55,"AAT","HD27442.sys"
"227","HD 27894",0.8,"HD 27894","HIP 20277",4875,65.19603,-59.410835,2452941.8267,2453378.6536,436.826899999753,0.04,1,20,"6M","HD27894.sys"
"228","HD 28185",1,"HD 28185","HIP 20723",NA,66.609673,-10.550821,2450627.6637,2454433.79452,3806.13082000008,80.96,3,89,"HET, MAGELLAN, EULER","HD28185.sys"
"229","HD 285968",0.45,"HD 285968","HIP 21932",3679,70.732407,18.958172,2450839.76,2454545.77,3706.01000000024,7.21,3,126,"KECK, 6M, HET","HD285968.sys"
"230","HD 2952",2.54,"HD 2952","HIP 2611",4844,8.293311,54.894985,2453024.9729,2456283.88204,3258.90914000012,21.73,1,63,"OAO","HD2952.sys"
"231","HD 30177",1.01,"HD 30177","HIP 21850",5588,70.476555,-58.020756,2451118.097373,2453400.993967,2282.89659400005,116.68,1,22,"AAT","HD30177.sys"
"232","HD 30562",1.23,"HD 30562","HIP 22336",5994,72.151604,-5.674045,2451174.91602,2454865.70517,3690.78915000008,21.18,1,45,"LICK","HD30562.sys"
"233","HD 31253",1,"HD 31253","HIP 22826",NA,73.681892,12.352201,2450838.75189,2455257.82898,4419.07709000027,8.83,1,39,"KECK","HD31253.sys"
"234","HD 32518",1.13,"HD 32518","HIP 24003",4580,77.403,69.639404,2453123.35101,2454338.486736,1215.13572600018,76.39,1,58,"JENSCH","HD32518.sys"
"235","HD 330075",0.7,"HD 330075","HIP 77517",5017,237.407043,-49.963524,2452851.4874,2453055.8885,204.401099999901,0.07,1,21,"6M","HD330075.sys"
"236","HD 33283",1.24,"HD 33283","HIP 23889",5995,77.004219,-26.797472,2453014.852,2453752.878,738.026000000071,13.73,1,25,"KECK","HD33283.sys"
"237","HD 3651",1,"HD 3651","HIP 3093",NA,9.840858,21.250473,2447047.8543,2454423.75714,7375.90284000011,11.01,5,228,"HJS, HET, LICK, KECK, KECK","HD3651.sys"
"238","HD 37124",1,"HD 37124","HIP 26381",NA,84.260361,20.730787,2450420.047,2453483.727,3063.68000000017,25.89,1,52,"KECK","HD37124.sys"
"239","HD 37605",1,"HD 37605","HIP 26664",5448,85.00721,6.060579,2453002.671503,2455843.017282,2840.34577899985,117.28,3,138,"KECK, HET, 1M","HD37605.sys"
"240","HD 38529",1,"HD 38529","HIP 27253",NA,86.64547,1.168193,2450418.959317,2454822.725625,4403.76630799985,113.29,4,284,"LICK, KECK, HJS, HET","HD38529.sys"
"241","HD 38801",1,"HD 38801","HIP 27384",NA,86.996567,-8.3277,2453695.0902,2454838.9756,1143.88540000003,131.47,2,21,"SUBARU, KECK","HD38801.sys"
"242","HD 39091",1,"HD 39091","HIP 26394",NA,84.291214,-80.469124,2450829.992998,2453669.243351,2839.25035300013,167.36,1,42,"AAT","HD39091.sys"
"243","HD 40307",0.77,"HD 40307","HIP 27887",4956,88.51767,-60.023472,2453692.733407,2454570.474826,877.741419000085,0,1,129,"6M","HD40307.sys"
"244","HD 40979",1,"HD 40979","HIP 28767",NA,91.124763,44.260445,2450831.771644,2454419.02519,3587.25354599999,76.6,4,160,"HJS, HET, LICK, KECK","HD40979.sys"
"245","HD 4203",1.13,"HD 4203","HIP 3502",5702,11.171676,20.448927,2450757.1224,2453752.814468,2995.69206799986,22.64,2,37,"KECK, KECK","HD4203.sys"
"246","HD 4208",1,"HD 4208","HIP 3479",NA,11.111043,-26.51568,2450366.965706,2453604.081991,3237.116285,14.8,1,41,"KECK","HD4208.sys"
"247","HD 4308",0.83,"HD 4308","HIP 3497",5685,11.163615,-65.649521,2452899.77052,2454431.997618,1532.22709800024,3.66,2,113,"AAT, 6M","HD4308.sys"
"248","HD 4313",1,"HD 4313","HIP 3574",NA,11.41816,7.845021,2454339.932,2455250.713,910.780999999959,32.72,1,28,"KECK","HD4313.sys"
"249","HD 43691",1.38,"HD 43691","HIP 30057",6200,94.894485,41.092304,2453333.6255,2454155.4284,821.80290000001,85.52,2,36,"ELODIE, ELODIE","HD43691.sys"
"250","HD 45350",1.02,"HD 45350","HIP 30860",5616,97.19046,38.962963,2451543.998299,2453771.59327,2227.59497100022,30.71,3,111,"KECK, HJS, HET","HD45350.sys"
"251","HD 45364",1,"HD 45364","HIP 30579",NA,96.410316,-31.480953,2452984.709298,2454567.481355,1582.77205699962,0.01,1,58,"6M","HD45364.sys"
"252","HD 45652",1,"HD 45652","HIP 30905",NA,97.304962,10.933891,2453692.6599,2454176.55337,483.89347000001,32.44,3,45,"ELODIE, ELODIE, EULER","HD45652.sys"
"253","HD 46375",1,"HD 46375","HIP 31246",NA,98.302597,5.462925,2451070.136667,2453751.911354,2681.77468700008,26.25,1,50,"KECK","HD46375.sys"
"254","HD 47186",1,"HD 47186","HIP 31540",NA,99.036613,-27.622297,2452988.703004,2454571.499089,1582.79608500004,0.01,1,66,"6M","HD47186.sys"
"255","HD 4732",1.74,"HD 4732","HIP 3834",4959,12.308117,-24.136671,2453249.25552,2455937.88506,2688.62953999965,34.5,1,48,"OAO","HD4732.sys"
"256","HD 47536",1,"HD 47536","HIP 31688",NA,99.44841,-32.339733,2451498.85813,2452321.57905,822.72091999976,74.45,1,38,"52M","HD47536.sys"
"257","HD 48265",1,"HD 48265","HIP 31895",NA,100.007195,-48.541954,2450920.8629,2454726.779101,3805.9162010001,25.14,2,25,"6M, MAGELLAN","HD48265.sys"
"258","HD 49674",1,"HD 49674","HIP 32916",NA,102.877151,40.867756,2450883.058,2453753.854884,2870.79688399984,9.82,2,63,"KECK, KECK","HD49674.sys"
"259","HD 50499",1,"HD 50499","HIP 32970",NA,103.008438,-33.915562,2450418.985,2453483.722,3064.7370000002,20.7,1,35,"KECK","HD50499.sys"
"260","HD 50554",1,"HD 50554","HIP 33212",NA,103.678436,24.245558,2450769.6416,2462294.897,11525.2553999997,51.79,5,118,"LICK, KECK, ELODIE, LICK, KECK","HD50554.sys"
"261","HD 52265",1.2,"HD 52265","HIP 33719",6103,105.07515,-5.367162,2450838.880579,2453368.979537,2530.09895800008,32.94,2,119,"KECK, EULER","HD52265.sys"
"262","HD 5319",1.51,"HD 5319","HIP 4297",4958,13.755836,0.789553,2453014.75563,2454129.77461,1115.01898000017,21.01,1,30,"KECK","HD5319.sys"
"263","HD 5608",1.55,"HD 5608","HIP 4552",4854,14.559246,33.950886,2452690.92265,2455881.13007,3190.20741999988,21.22,1,43,"OAO","HD5608.sys"
"264","HD 60532",1.44,"HD 60532","HIP 36795",6095,113.513252,-22.296066,2453777.734329,2454639.460902,861.726572999731,0.03,1,147,"6M","HD60532.sys"
"265","HD 62509",1,"HD 62509","HIP 37826",NA,116.328957,28.026199,2447430.953,2454507.058596,7076.10559599986,34.17,6,329,"8M, CAT, 7M, 1M, JENSCH, HJS","HD62509.sys"
"266","HD 63454",1,"HD 63454","HIP 37284",NA,114.841049,-78.278969,2453047.6249,2453377.779,330.154099999927,0.05,1,26,"6M","HD63454.sys"
"267","HD 6434",1,"HD 6434","HIP 5054",NA,16.167295,-39.488216,2451142.6802,2452643.5488,1500.86860000016,0.03,1,130,"EULER","HD6434.sys"
"268","HD 65216",0.92,"HD 65216","HIP 38558",5666,118.422173,-63.647324,2451256.5394,2452716.6371,1460.09769999981,0.02,1,70,"EULER","HD65216.sys"
"269","HD 66428",1.1,"HD 66428","HIP 39417",5752,120.869438,-1.162709,2451883.044479,2453753.924354,1870.8798750001,19.13,1,29,"KECK","HD66428.sys"
"270","HD 68988",1,"HD 68988","HIP 40687",NA,124.592384,61.460724,2450552.0229,2453753.917002,3201.8941019997,121.49,3,47,"KECK, LICK, KECK","HD68988.sys"
"271","HD 69830",1,"HD 69830","HIP 40693",NA,124.599777,-12.632174,2452939.87402,2453765.66138,825.787359999958,0,1,74,"6M","HD69830.sys"
"272","HD 70642",1,"HD 70642","HIP 40952",NA,125.367233,-39.70541,2450830.108194,2453519.89141,2689.78321600007,20.64,1,28,"AAT","HD70642.sys"
"273","HD 72659",1,"HD 72659","HIP 42030",NA,128.51329,-1.568217,2450838.893403,2454431.99247,3593.09906699974,21.56,2,85,"HET, KECK","HD72659.sys"
"274","HD 73267",1,"HD 73267","HIP 42202",NA,129.074066,-34.45998,2453031.73061,2454618.463621,1586.73301099986,0.05,1,39,"6M","HD73267.sys"
"275","HD 73526",1,"HD 73526","HIP 42282",NA,129.31868,-41.319103,2451212.1302,2452454.8529,1242.72269999981,69.02,1,18,"AAT","HD73526.sys"
"276","HD 73534",1,"HD 73534","HIP 42446",NA,129.815842,12.960376,2453014.92199,2454780.12264,1765.20065000001,13.92,1,20,"KECK","HD73534.sys"
"277","HD 74156",1,"HD 74156","HIP 42723",NA,130.604675,4.578097,2450823.557,2454231.60002,3408.04301999975,84.2,3,177,"HET, ELODIE, EULER","HD74156.sys"
"278","HD 75289",1,"HD 75289","HIP 43177",NA,131.918289,-41.736794,2450830.165625,2453518.916127,2688.7505020001,39.2,2,118,"AAT, EULER","HD75289.sys"
"279","HD 75898",1,"HD 75898","HIP 43674",NA,133.461685,33.056812,2453014.94581,2454129.98648,1115.04067000002,52.33,1,20,"KECK","HD75898.sys"
"280","HD 76700",1,"HD 76700","HIP 43686",NA,133.481308,-66.800995,2451212.15647,2453519.907829,2307.75135900034,21.21,1,35,"AAT","HD76700.sys"
"281","HD 7924",1,"HD 7924","HIP 6379",NA,20.496313,76.710281,2452187.97,2454727.989,2540.01899999985,4.03,1,93,"KECK","HD7924.sys"
"282","HD 79498",1,"HD 79498","HIP 45406",NA,138.789169,23.375549,2453038.861392,2455699.623894,2660.76250199974,18.41,1,65,"HJS","HD79498.sys"
"283","HD 80606",0.97,"HD 80606","HIP 45982",5645,140.65654,50.603722,2451293.846,2454988.81684,3694.97084000008,201.58,6,224,"HET, ELODIE, ELODIE, KECK, KECK, ELODIE","HD80606.sys"
"284","HD 81040",1,"HD 81040","HIP 46076",NA,140.946198,20.364454,2451291.36542,2453518.3525,2226.98707999988,129.7,2,26,"KECK, ELODIE","HD81040.sys"
"285","HD 81688",1,"HD 81688","HIP 46471",NA,142.166626,45.601482,2452311.1798,2454255.9738,1944.79399999976,47.54,1,81,"88M","HD81688.sys"
"286","HD 82943",1.2,"HD 82943","HIP 47007",6016,143.711395,-12.129546,2452006.913,2453397.908,1390.99499999965,43.19,1,23,"KECK","HD82943.sys"
"287","HD 83443",1,"HD 83443","HIP 47202",NA,144.299286,-43.272205,2450898.0961,2453426.947188,2528.851088,41.95,4,328,"KECK, AAT, KECK, EULER","HD83443.sys"
"288","HD 8574",1,"HD 8574","HIP 6643",NA,21.302153,28.566692,2450825.3036,2454434.54809,3609.24448999995,41.59,5,127,"HJS, HET, LICK, KECK, ELODIE","HD8574.sys"
"289","HD 86081",1,"HD 86081","HIP 48711",NA,149.024658,-3.808422,2453694.156,2453781.064,86.9079999998212,177.73,1,26,"KECK","HD86081.sys"
"290","HD 86226",1.06,"HD 86226","HIP 48739",5903,149.124359,-24.09939,2452626.8679,2455019.4585,2392.59060000023,14.31,1,13,"MAGELLAN","HD86226.sys"
"291","HD 86264",1,"HD 86264","HIP 48780",NA,149.240997,-15.895122,2451913.97949,2454865.90181,2951.92232000036,75.87,1,37,"LICK","HD86264.sys"
